Lista de Productos,Precios,Descuento,Marca,Supermercado,Image URL,Lista de Productos Normalizados
salsa culantrito con espinaca envasado 550 g,S/7.80,0,Sibarita,Metro,,[CLS] salsa cu ##lant ##rito con es ##pina ##ca en ##vas ##ado 550 g [SEP]
salsa de ají amarillo envasado 550 g,S/13.12,20 %,Sibarita,Metro,,[CLS] salsa de aj ##í amarillo en ##vas ##ado 550 g [SEP]
salsa de ají panca envasado 550 g,S/16.10,0,Sibarita,Metro,,[CLS] salsa de aj ##í pan ##ca en ##vas ##ado 550 g [SEP]
tuco sobre 32.4 g,S/1.25,0,Sibarita,Metro,,[CLS] tu ##co sobre 32 . 4 g [SEP]
arroz faraón superior rojo x 750 g,S/. 3.80,0,Faraon,Metro,,[CLS] arroz far ##a ##ón superior rojo x 750 g [SEP]
pack 12 unid filete atún en agua,S/67.90,0,florida,Metro,,[CLS] pack 12 uni ##d file ##te at ##ún en agua [SEP]
pasta spaghetti nro 5 bolsa 1 kg,S/5.90,6 %,Cuisine & Co,Metro,,[CLS] pasta sp ##agh ##etti nr ##o 5 bol ##sa 1 kg [SEP]
galletas dulces bolsa 90 g,S/3.50,0,Chaplin,Metro,,[CLS] gall ##etas dulce ##s bol ##sa 90 g [SEP]
lentejas bebé bolsa 500 g,S/6.10,0,Valle Norte,Metro,,[CLS] lente ##jas be ##bé bol ##sa 500 g [SEP]
pudín sabor a vainilla en polvo bolsa 110 g,S/2.56,20 %,Royal,Metro,,[CLS] pu ##dí ##n sabor a vain ##illa en pol ##vo bol ##sa 110 g [SEP]
hojuelas de camote tiyapuy bolsa 160 g,S/5.99,0,Tiyapuy,Metro,,[CLS] ho ##ju ##elas de cam ##ote ti ##ya ##pu ##y bol ##sa 160 g [SEP]
galletas integrales cracknel integral paquete 175 g,S/2.70,0,San Jorge,Metro,,[CLS] gall ##etas integral ##es c ##rack ##nel integral pa ##quet ##e 175 g [SEP]
galletas sabor vainilla munición bolsa 450 g,S/5.90,0,San Jorge,Metro,,[CLS] gall ##etas sabor vain ##illa mun ##ición bol ##sa 450 g [SEP]
galletas fruta mixta bolsa 450 g,S/6.40,0,San Jorge,Metro,,[CLS] gall ##etas fr ##uta mix ##ta bol ##sa 450 g [SEP]
ketchup libby's,S/9.30,0,Libby's,Metro,,[CLS] ket ##chu ##p lib ##by ' s [SEP]
vinagre de manzana frasco 500 ml,S/9.90,0,Cuisine & Co,Metro,,[CLS] vin ##ag ##re de man ##zana fra ##sco 500 ml [SEP]
mostaza b&d frasco 425 g + kétchup b&d frasco 425 g,S/8.96,20 %,B&D,Metro,,[CLS] most ##aza b & d fra ##sco 425 g + két ##chu ##p b & d fra ##sco 425 g [SEP]
aceite de oliva cuisine & co botella 1 lt,S/33.20,20 %,Cuisine & Co,Metro,,[CLS] aceite de oli ##va cuisine & co bot ##ella 1 lt [SEP]
alverja verde tesoro del campo bolsa 350 g,S/2.85,0,Tesoro del Campo,Metro,,[CLS] al ##ver ##ja verde tesoro del campo bol ##sa 350 g [SEP]
pasas morenas cuisine&co pote 250 g,S/7.60,0,Cuisine & Co,Metro,,[CLS] pasa ##s more ##nas cuisine & co pot ##e 250 g [SEP]
dulce de leche gloria doypack 200 g,S/4.20,0,Gloria,Metro,,[CLS] dulce de lec ##he gloria do ##y ##pac ##k 200 g [SEP]
maní tostado villa natura 200g,S/6.90,0,Villa Natura,Metro,,[CLS] man ##í tos ##tado villa natura 200 ##g [SEP]
frutos de secos cocktail premium villa natura 250g,S/17.90,0,Villa Natura,Metro,,[CLS] frutos de seco ##s co ##ckt ##ail premiu ##m villa natura 250 ##g [SEP]
frutos secos berries berry mix villa natura 150g,S/7.50,17 %,Villa Natura,Metro,,[CLS] frutos seco ##s berri ##es be ##rry mix villa natura 150 ##g [SEP]
frutos de secos cocktail premium villa natura 150g,S/8.90,18 %,Villa Natura,Metro,,[CLS] frutos de seco ##s co ##ckt ##ail premiu ##m villa natura 150 ##g [SEP]
almendras deshidratadas villa natura 80g,S/8.00,0,Villa Natura,Metro,,[CLS] al ##mend ##ras des ##hid ##rata ##das villa natura 80 ##g [SEP]
papas fritas nativas tiyapuy bolsa 160 g,S/. 7.50,0,Tiyapuy,Metro,,[CLS] papa ##s fri ##tas nativa ##s ti ##ya ##pu ##y bol ##sa 160 g [SEP]
pasas morenas cuisine&co bolsa 180 g,S/4.69,0,Cuisine & Co,Metro,,[CLS] pasa ##s more ##nas cuisine & co bol ##sa 180 g [SEP]
pecanas peladas frutos y snacks seleccionados cuisine & co 80g,S/12.90,0,Cuisine & Co,Metro,,[CLS] pe ##cana ##s pela ##das frutos y sna ##cks sel ##ec ##cionado ##s cuisine & co 80 ##g [SEP]
nueces peladas cuisine & co bolsa 100 gr,S/9.90,0,Cuisine & Co,Metro,,[CLS] nu ##ece ##s pela ##das cuisine & co bol ##sa 100 gr [SEP]
almendras naturales frutos y snacks seleccionados cuisine & co 90g,S/7.80,0,Cuisine & Co,Metro,,[CLS] al ##mend ##ras naturales frutos y sna ##cks sel ##ec ##cionado ##s cuisine & co 90 ##g [SEP]
salsa de tomate cuisine & co doypack 380 g,S/4.32,20 %,Cuisine & Co,Metro,,[CLS] salsa de toma ##te cuisine & co do ##y ##pac ##k 380 g [SEP]
crema de ají cuisine & co doypack 380 g,S/9.04,20 %,Cuisine & Co,Metro,,[CLS] c ##rema de aj ##í cuisine & co do ##y ##pac ##k 380 g [SEP]
arroz extra añejo cuisine & co bolsa 750 g,S/. 3.80,0,Cuisine & Co,Metro,,[CLS] arroz extra a ##ñ ##ejo cuisine & co bol ##sa 750 g [SEP]
papas en hojuelas lay's clásicas 150g + tortillas de maíz doritos queso atrevido 190g,S/11.90,15 %,Lays,Metro,,[CLS] papa ##s en ho ##ju ##elas lay ' s clásica ##s 150 ##g + to ##rti ##llas de maí ##z dor ##itos que ##so at ##re ##vido 190 ##g [SEP]
aceite vegetal cuisine&co botella 900 ml,S/9.90,9 %,Cuisine & Co,Metro,,[CLS] aceite vegetal cuisine & co bot ##ella 900 ml [SEP]
arroz superior natural gran chalan bolsa 5 kg,S/. 21.60,0,Gran Chalan,Metro,,[CLS] arroz superior natural gran cha ##lan bol ##sa 5 kg [SEP]
galletas saladas jamón ahumado crackelet costa bolsa 150 gr,S/3.70,0,Costa,Metro,,[CLS] gall ##etas sala ##das jam ##ón ah ##uma ##do c ##rack ##elet costa bol ##sa 150 gr [SEP]
galleta con avena y uvas pasas quaker pack 6 unid,S/8.90,0,Quaker,Metro,,[CLS] gall ##eta con ave ##na y u ##vas pasa ##s qua ##ker pack 6 uni ##d [SEP]
chicle sin azúcar de fresa trident 18un,S/2.88,20 %,Trident,Metro,,[CLS] chi ##cle sin az ##úcar de fr ##esa tri ##dent 18 ##un [SEP]
mayonesa hellmann's regular 443ml,S/13.60,30 %,Hellmann's,Metro,,[CLS] mayo ##nesa hell ##mann ' s regular 443 ##ml [SEP]
salsa roja peruana casa verde 350g,S/10.50,0,Casa Verde,Metro,,[CLS] salsa roja per ##uana casa verde 350 ##g [SEP]
galleta chokis chispas clásica pack 6un,S/8.50,0,Chokis,Metro,,[CLS] gall ##eta cho ##kis chi ##sp ##as clásica pack 6 ##un [SEP]
aceite vegetal nicolini 900ml,S/10.00,11 %,Nicolini,Metro,,[CLS] aceite vegetal nic ##olin ##i 900 ##ml [SEP]
galletas de chocolate rellenas con crema oreo mini bolsa 40 g,S/1.20,20 %,Oreo,Metro,,[CLS] gall ##etas de chocolate re ##llen ##as con c ##rema ore ##o mini bol ##sa 40 g [SEP]
solido de atún en aceite vegetal metro lata 170 g,S/4.48,20 %,Metro,Metro,,[CLS] solid ##o de at ##ún en aceite vegetal metro lata 170 g [SEP]
harina sin preparar blanca flor 1kg,S/7.30,0,Blanca Flor,Metro,,[CLS] hari ##na sin preparar blanca flor 1 ##kg [SEP]
quinua cuisine & co 500g,S/9.20,0,Cuisine & Co,Metro,,[CLS] qui ##nu ##a cuisine & co 500 ##g [SEP]
crema de champiñones metro contenido 70 g,S/3.80,0,Metro,Metro,,[CLS] c ##rema de champ ##iño ##nes metro contenido 70 g [SEP]
arroz superior metro 750g,S/. 3.40,0,Metro,Metro,,[CLS] arroz superior metro 750 ##g [SEP]
pastina corbata chica don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na cor ##bata chica don vit ##torio 235 ##g [SEP]
mayonesa libby's 380g,S/10.90,9 %,Libby's,Metro,,[CLS] mayo ##nesa lib ##by ' s 380 ##g [SEP]
arroz faraón extra añejo naranja bolsa 750 g,S/. 4.00,0,Faraon,Metro,,[CLS] arroz far ##a ##ón extra a ##ñ ##ejo nar ##anja bol ##sa 750 g [SEP]
ketchup libbys doypack 200 g,S/5.70,0,Libby's,Metro,,[CLS] ket ##chu ##p lib ##by ##s do ##y ##pac ##k 200 g [SEP]
galletas con grageas chips fiesta paquete 36 g pack 6 unid,S/4.30,0,Costa,Metro,,[CLS] gall ##etas con gra ##gea ##s chip ##s fiesta pa ##quet ##e 36 g pack 6 uni ##d [SEP]
arroz extra metro 750g,S/. 3.70,0,Metro,Metro,,[CLS] arroz extra metro 750 ##g [SEP]
grated de atun en aceite vegetal florida lata 170 g,S/4.60,0,Florida,Metro,,[CLS] gra ##ted de at ##un en aceite vegetal flor ##ida lata 170 g [SEP]
papas pringles original 124g,S/9.90,0,Pringles,Metro,,[CLS] papa ##s prin ##gles original 124 ##g [SEP]
saquillo de arroz maxima contenido 10 kg,S/. 30.90,0,Máxima,Metro,,[CLS] sa ##qui ##llo de arroz maxima contenido 10 kg [SEP]
maíz pop corn máxima 500g,S/4.30,0,Máxima,Metro,,[CLS] maí ##z pop corn máxima 500 ##g [SEP]
lenteja máxima 500g,S/4.30,0,Máxima,Metro,,[CLS] lente ##ja máxima 500 ##g [SEP]
filete de atun en aceite vegetal metro lata 170 g,S/3.92,20 %,Metro,Metro,,[CLS] file ##te de at ##un en aceite vegetal metro lata 170 g [SEP]
pasta codo rayado molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] pasta co ##do raya ##do mol ##ital ##ia bol ##sa 250 g [SEP]
salsa de aji amarillin sibarita 100 g,S/2.64,20 %,Sibarita,Metro,,[CLS] salsa de aj ##i amar ##ill ##in si ##bari ##ta 100 g [SEP]
penne rigate cuisine & co 500g,S/3.50,12 %,Cuisine & Co,Metro,,[CLS] penn ##e ri ##gate cuisine & co 500 ##g [SEP]
filete atún en aceite de girasol real tripack de 80 g c/u,S/12.90,0,Real,Metro,,[CLS] file ##te at ##ún en aceite de gira ##sol real trip ##ack de 80 g c / u [SEP]
arroz extra paisana bolsa 1 kg,S/. 5.20,0,Paisana,Metro,,[CLS] arroz extra pais ##ana bol ##sa 1 kg [SEP]
chifles norteños milys 250g,S/10.20,0,Milys,Metro,,[CLS] chi ##f ##les norte ##ños mil ##ys 250 ##g [SEP]
harina sin preparar nicolini 1kg,S/6.00,0,Nicolini,Metro,,[CLS] hari ##na sin preparar nic ##olin ##i 1 ##kg [SEP]
sillau #06 kikko botella 350 ml,S/3.50,0,Kikko,Metro,,[CLS] sil ##lau # 06 ki ##kko bot ##ella 350 ml [SEP]
manjarblanco bazo velarde 200g,S/4.65,0,Bazo Velarde,Metro,,[CLS] manj ##ar ##bla ##nco ba ##zo vela ##rde 200 ##g [SEP]
dulce de leche el manjar nestlé bolsa 1 kg,S/17.90,20 %,Nestlé,Metro,,[CLS] dulce de lec ##he el manj ##ar nest ##lé bol ##sa 1 kg [SEP]
polvo de hornear fleischmann sobre 20 g,S/1.20,0,Fleischmann,Metro,,[CLS] pol ##vo de horn ##ear fl ##eis ##chmann sobre 20 g [SEP]
crema de leche nestlé lata 300 g,S/10.90,0,Nestlé,Metro,,[CLS] c ##rema de lec ##he nest ##lé lata 300 g [SEP]
papas inka chips sabor queso y cebolla 135g,S/6.50,18 %,Inka Chips,Metro,,[CLS] papa ##s in ##ka chip ##s sabor que ##so y ce ##boll ##a 135 ##g [SEP]
salsa a la bolognesa molitalia pomarola 170g,S/4.40,0,Molitalia,Metro,,[CLS] salsa a la bolo ##gnes ##a mol ##ital ##ia po ##mar ##ola 170 ##g [SEP]
manjar blanco bonlé bolsa 200 g - manjar bonle x 200,S/4.40,0,Bonlé,Metro,,[CLS] manj ##ar blanco bon ##lé bol ##sa 200 g - manj ##ar bon ##le x 200 [SEP]
crema instantánea maggi sabor espárragos 65g,S/3.40,12 %,Maggi,Metro,,[CLS] c ##rema instant ##án ##ea mag ##gi sabor es ##pá ##rra ##gos 65 ##g [SEP]
galleta integrales costa six pack,S/5.00,0,Costa,Metro,,[CLS] gall ##eta integral ##es costa six pack [SEP]
sixpack galletas morochas doble placer 34.4g,S/4.90,28 %,Nestlé,Metro,,[CLS] six ##pac ##k gall ##etas mor ##ocha ##s doble placer 34 . 4 ##g [SEP]
crema de leche uht gloria bolsa 946 ml,S/22.90,20 %,Gloria,Metro,,[CLS] c ##rema de lec ##he u ##ht gloria bol ##sa 946 ml [SEP]
pudín de chocolate en polvo royal bolsa 110 g,S/2.80,20 %,Royal,Metro,,[CLS] pu ##dí ##n de chocolate en pol ##vo royal bol ##sa 110 g [SEP]
mazamorra morada en polvo royal bolsa 140 g,S/2.71,20 %,Royal,Metro,,[CLS] ma ##zam ##or ##ra mora ##da en pol ##vo royal bol ##sa 140 g [SEP]
flan universal vainilla 150g,S/4.60,0,Universal,Metro,,[CLS] fl ##an universal vain ##illa 150 ##g [SEP]
gelatina universal de limón sobre 130g,S/3.75,0,Universal,Metro,,[CLS] gela ##tina universal de li ##món sobre 130 ##g [SEP]
gelatina en polvo sabor a piña royal sobre 160 g,S/3.00,20 %,Royal,Metro,,[CLS] gela ##tina en pol ##vo sabor a pi ##ña royal sobre 160 g [SEP]
gelatina en polvo sabor a limón royal sobre 160 g,S/3.00,20 %,Royal,Metro,,[CLS] gela ##tina en pol ##vo sabor a li ##món royal sobre 160 g [SEP]
gelatina en polvo sabor a cereza royal sobre 160 g,S/3.00,20 %,Royal,Metro,,[CLS] gela ##tina en pol ##vo sabor a ce ##rez ##a royal sobre 160 g [SEP]
gelatina diet universal naranja caja 19 g,S/3.50,0,Universal,Metro,,[CLS] gela ##tina diet universal nar ##anja caja 19 g [SEP]
gelatina sabor limón diet universal 19g,S/3.50,0,Universal,Metro,,[CLS] gela ##tina sabor li ##món diet universal 19 ##g [SEP]
vinagre tinto venturo botella plástica 600 ml,S/5.20,0,Venturo,Metro,,[CLS] vin ##ag ##re tin ##to vent ##uro bot ##ella pl ##ástica 600 ml [SEP]
tuco sibarita pack 6 unid x 9.30 g,S/4.60,0,Sibarita,Metro,,[CLS] tu ##co si ##bari ##ta pack 6 uni ##d x 9 . 30 g [SEP]
sazonador ajinomoto sobre 100 g,S/3.20,0,Ajinomoto,Metro,,[CLS] sa ##zona ##dor aj ##ino ##moto sobre 100 g [SEP]
salsa ají amarillín sin picante sibarita 93.6g,S/3.68,20 %,Sibarita,Metro,,[CLS] salsa aj ##í amar ##ill ##ín sin pi ##cante si ##bari ##ta 93 . 6 ##g [SEP]
crema de ají y queso alacena huancaína 400g,S/13.90,0,AlaCena,Metro,,[CLS] c ##rema de aj ##í y que ##so ala ##cena hu ##anc ##aí ##na 400 ##g [SEP]
crema de rocoto alacena uchucuta 400g,S/13.90,0,AlaCena,Metro,,[CLS] c ##rema de ro ##cot ##o ala ##cena u ##chu ##cut ##a 400 ##g [SEP]
pimienta negra molida badia frasco 2 onzas,S/9.90,0,Badia,Metro,,[CLS] pi ##mien ##ta negra mol ##ida bad ##ia fra ##sco 2 on ##zas [SEP]
mayonesa kraft real mayo 443ml,S/9.90,47 %,Kraft,Metro,,[CLS] mayo ##nesa kraft real mayo 443 ##ml [SEP]
ketchup heinz doy pack 397 g,S/11.90,0,Heinz,Metro,,[CLS] ket ##chu ##p he ##in ##z do ##y pack 397 g [SEP]
crema de ají alacena tarí 400g,S/13.90,0,AlaCena,Metro,,[CLS] c ##rema de aj ##í ala ##cena tar ##í 400 ##g [SEP]
clavo de olor entero badia sobre 0.25 onzas,S/4.19,0,Badia,Metro,,[CLS] c ##lavo de ol ##or enter ##o bad ##ia sobre 0 . 25 on ##zas [SEP]
canela molida sibarita sobre 10 g,S/2.30,0,Sibarita,Metro,,[CLS] cane ##la mol ##ida si ##bari ##ta sobre 10 g [SEP]
ajo molido piki 350g,S/11.50,0,Piki,Metro,,[CLS] ajo mol ##ido pi ##ki 350 ##g [SEP]
ajo en polvo badia pote 3 oz,S/12.90,0,Badia,Metro,,[CLS] ajo en pol ##vo bad ##ia pot ##e 3 oz [SEP]
ají panquita sibarita natural sobre 100 g,S/2.50,0,Sibarita,Metro,,[CLS] aj ##í pan ##quita si ##bari ##ta natural sobre 100 g [SEP]
macaroni & cheese kraft original caja 206 g,S/6.80,0,Kraft,Metro,,[CLS] mac ##aron ##i & che ##ese kraft original caja 206 g [SEP]
papas ondas picante lays 140g,S/4.90,28 %,Frito Lays,Metro,,[CLS] papa ##s ondas pi ##cante lay ##s 140 ##g [SEP]
maní crocante picante karinto 200g,S/5.50,31 %,Karinto,Metro,,[CLS] man ##í c ##roca ##nte pi ##cante kar ##into 200 ##g [SEP]
chifles salados crickets 250g,S/10.30,0,Crickets,Metro,,[CLS] chi ##f ##les sala ##dos cricket ##s 250 ##g [SEP]
hojuelas de camote natuchips 135g,S/6.50,0,Natu Chips,Metro,,[CLS] ho ##ju ##elas de cam ##ote nat ##uchi ##ps 135 ##g [SEP]
galletas salvado con ajonjolí bolsa 70 g,S/2.80,0,Fibra Light,Metro,,[CLS] gall ##etas salva ##do con ajo ##njo ##lí bol ##sa 70 g [SEP]
wafers nik costa fresa pack 6un,S/. 4.20,0,Costa,Metro,,[CLS] wa ##fers ni ##k costa fr ##esa pack 6 ##un [SEP]
sixpack galletas oreo cookies and cream 36g,S/3.84,20 %,Oreo,Metro,,[CLS] six ##pac ##k gall ##etas ore ##o co ##okie ##s and cream 36 ##g [SEP]
sixpack galletas oreo sabor vainilla 36g,S/3.84,20 %,Oreo,Metro,,[CLS] six ##pac ##k gall ##etas ore ##o sabor vain ##illa 36 ##g [SEP]
sixpack galletas oreo sabor chocolate 36g,S/3.84,20 %,Oreo,Metro,,[CLS] six ##pac ##k gall ##etas ore ##o sabor chocolate 36 ##g [SEP]
sixpack galletas marquesitas naranja 46g,S/5.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas marques ##itas nar ##anja 46 ##g [SEP]
sixpack galletas marquesitas coco 46g,S/5.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas marques ##itas co ##co 46 ##g [SEP]
sixpack galletas chomp naranja 42g,S/5.90,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas chom ##p nar ##anja 42 ##g [SEP]
sixpack galletas chomp chocolate 42g,S/5.90,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas chom ##p chocolate 42 ##g [SEP]
sixpack galletas tentación sabor chocolate 47g,S/4.50,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas tenta ##ción sabor chocolate 47 ##g [SEP]
sixpack galletas tentación sabor naranja 47g,S/4.50,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas tenta ##ción sabor nar ##anja 47 ##g [SEP]
sixpack galletas glacitas chocolate 32g,S/5.00,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas g ##lac ##itas chocolate 32 ##g [SEP]
sixpack galletas casino lúcuma 47g,S/4.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino lúc ##uma 47 ##g [SEP]
sixpack galletas casino alfajor 47g,S/4.80,0,Victoria,Metro,,[CLS] six ##pac ##k gall ##etas casino alfa ##jor 47 ##g [SEP]
galletas field doña pepa travesuras 50g,S/1.20,20 %,Field,Metro,,[CLS] gall ##etas field do ##ña pe ##pa tra ##ves ##uras 50 ##g [SEP]
galletas de agua san jorge nubbe bolsa 110 g,S/2.10,0,San Jorge,Metro,,[CLS] gall ##etas de agua san jo ##rge nu ##bbe bol ##sa 110 g [SEP]
galletas vainiya costa pack 6 unid x 32 g,S/3.99,0,Costa,Metro,,[CLS] gall ##etas vain ##iya costa pack 6 uni ##d x 32 g [SEP]
pack x6 galleta pícaras la extrema 40g,S/6.20,4 %,Picaras,Metro,,[CLS] pack x ##6 gall ##eta p ##í ##cara ##s la extrema 40 ##g [SEP]
wafer cua cua mini field bolsa 42 g,S/1.28,20 %,Field,Metro,,[CLS] wa ##fer cu ##a cu ##a mini field bol ##sa 42 g [SEP]
galletas soda san jorge paquete 75 g,S/1.60,0,San Jorge,Metro,,[CLS] gall ##etas so ##da san jo ##rge pa ##quet ##e 75 g [SEP]
beso de moza clásico 9un,S/7.90,29 %,Nestlé,Metro,,[CLS] be ##so de mo ##za clásico 9 ##un [SEP]
marshmallow con cobertura sabor chocolate olé olé 50un,S/8.50,15 %,Olé Olé,Metro,,[CLS] mars ##hm ##allo ##w con cobertura sabor chocolate ol ##é ol ##é 50 ##un [SEP]
pastina rigatoni nro 75 molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] pasti ##na ri ##gato ##ni nr ##o 75 mol ##ital ##ia bol ##sa 250 g [SEP]
pastina corta molitalia macarrón 235g,S/2.10,0,Molitalia,Metro,,[CLS] pasti ##na corta mol ##ital ##ia mac ##ar ##rón 235 ##g [SEP]
pastina letras y números don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na letras y números don vit ##torio 235 ##g [SEP]
fussilli de verduras la montanara bolsa 500 g,S/7.55,0,La Montanara,Metro,,[CLS] fu ##ssi ##lli de ver ##duras la montana ##ra bol ##sa 500 g [SEP]
pastina caracol chico don vittorio 235g,S/2.30,0,Don Vittorio,Metro,,[CLS] pasti ##na cara ##col chi ##co don vit ##torio 235 ##g [SEP]
pastina canuto chico molitalia bolsa 250 g,S/2.10,0,Molitalia,Metro,,[CLS] pasti ##na can ##uto chi ##co mol ##ital ##ia bol ##sa 250 g [SEP]
fetuccini extra huevo la montanara bolsa 500 g,S/7.55,0,La Montanara,Metro,,[CLS] fet ##ucci ##ni extra hu ##evo la montana ##ra bol ##sa 500 g [SEP]
lomito de atún real en aceite de oliva tripack de 80 g c/u,S/12.90,0,Real,Metro,,[CLS] lo ##mit ##o de at ##ún real en aceite de oli ##va trip ##ack de 80 g c / u [SEP]
sólido de caballa campomar en aceite lata 170 gr,S/5.30,0,Campomar,Metro,,[CLS] só ##lido de ca ##ball ##a campo ##mar en aceite lata 170 gr [SEP]
caldo de pescado doña gusta caja 6un,S/1.70,0,Doña Gusta,Metro,,[CLS] cal ##do de pesca ##do do ##ña gu ##sta caja 6 ##un [SEP]
cubo sabor carne maggi 8un,S/3.50,22 %,Maggi,Metro,,[CLS] cu ##bo sabor carne mag ##gi 8 ##un [SEP]
aceite de oliva el olivar extra virgen botella 200 ml,S/14.00,0,El Olivar,Metro,,[CLS] aceite de oli ##va el oli ##var extra vir ##gen bot ##ella 200 ml [SEP]
frijol castilla tesoro del campo bolsa 500 g,S/5.80,0,Tesoro del Campo,Metro,,[CLS] fri ##jo ##l cast ##illa tesoro del campo bol ##sa 500 g [SEP]
morón americano costeño bolsa 500 g,S/4.60,0,Costeño,Metro,,[CLS] mor ##ón americano coste ##ño bol ##sa 500 g [SEP]
frijol negro costeño bolsa 500 g,S/6.80,0,Costeño,Metro,,[CLS] fri ##jo ##l negro coste ##ño bol ##sa 500 g [SEP]
frijol red kidney costeño bolsa 500 g,S/6.59,0,Costeño,Metro,,[CLS] fri ##jo ##l red ki ##dne ##y coste ##ño bol ##sa 500 g [SEP]
pallar costeño bolsa 500 g,S/6.90,0,Costeño,Metro,,[CLS] pal ##lar coste ##ño bol ##sa 500 g [SEP]
lenteja tesoro del campo bolsa 500 g,S/5.00,0,Tesoro del Campo,Metro,,[CLS] lente ##ja tesoro del campo bol ##sa 500 g [SEP]
arroz superior valle norte primera cosecha bolsa 750 g,S/. 3.50,0,Valle Norte,Metro,,[CLS] arroz superior valle norte primera cose ##cha bol ##sa 750 g [SEP]
arroz superior costeño bolsa 750 g,S/. 4.10,0,Costeño,Metro,,[CLS] arroz superior coste ##ño bol ##sa 750 g [SEP]
aceite sabor original pam spray 6 onzas,S/24.00,0,Pam,Metro,,[CLS] aceite sabor original pa ##m sp ##ray 6 on ##zas [SEP]
aceite de oliva filippo berio extra virgen 1l,S/. 38.92,25 %,Filippo Berio,Metro,,[CLS] aceite de oli ##va fil ##ip ##po beri ##o extra vir ##gen 1 ##l [SEP]
aceite de oliva el olivar extra virgen 1l,S/46.90,0,El Olivar,Metro,,[CLS] aceite de oli ##va el oli ##var extra vir ##gen 1 ##l [SEP]
pack x8 galleta casino menta 43g,S/5.40,0,Casino,Metro,,[CLS] pack x ##8 gall ##eta casino ment ##a 43 ##g [SEP]
ketchup b&d 1kg,S/13.20,0,B&D,Metro,,[CLS] ket ##chu ##p b & d 1 ##kg [SEP]
papas fritas lay's ondas sabor queso 140g,S/4.90,28 %,Frito Lays,Metro,,[CLS] papa ##s fri ##tas lay ' s ondas sabor que ##so 140 ##g [SEP]
chips sabor chocolate winter 200g,S/9.90,0,Winters,Metro,,[CLS] chip ##s sabor chocolate winter 200 ##g [SEP]
fideos cuisine &co spaguetti 450g,S/4.10,0,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co sp ##agu ##etti 450 ##g [SEP]
fideos cuisine &co linguini 950g,S/5.30,1 %,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co li ##ngu ##ini 950 ##g [SEP]
fideos cuisine &co corbata 450g,S/3.70,0,cuisine---co,Metro,,[CLS] fi ##deo ##s cuisine & co cor ##bata 450 ##g [SEP]
pimienta negra molida la sazón de don benito 30g,S/4.00,0,La Sazón de Don Benito,Metro,,[CLS] pi ##mien ##ta negra mol ##ida la sa ##zón de don beni ##to 30 ##g [SEP]
arroz superior cuisine & co 5kg,S/. 18.10,0,Cuisine & Co,Metro,,[CLS] arroz superior cuisine & co 5 ##kg [SEP]
arroz extra cuisine & co 5kg,S/. 18.90,2 %,Cuisine & Co,Metro,,[CLS] arroz extra cuisine & co 5 ##kg [SEP]
pimienta negra entera cuisine & co 50g + molinillo,S/11.60,0,cuisine---co,Metro,,[CLS] pi ##mien ##ta negra enter ##a cuisine & co 50 ##g + mol ##ini ##llo [SEP]
pastina corbata grande don vittorio 225g,S/2.30,0,don-vittorio,Metro,,[CLS] pasti ##na cor ##bata grande don vit ##torio 225 ##g [SEP]
pastina tornillo don vittorio 225g,S/2.30,0,don-vittorio,Metro,,[CLS] pasti ##na torn ##illo don vit ##torio 225 ##g [SEP]
dúo cocktail nueces sin sal 150g + mixtura 150g villa natura,S/17.10,0,villa-natura,Metro,,[CLS] dúo co ##ckt ##ail nu ##ece ##s sin sal 150 ##g + mix ##tura 150 ##g villa natura [SEP]
pack x6 filete de atún en agua light real 140g,S/29.90,16 %,real,Metro,,[CLS] pack x ##6 file ##te de at ##ún en agua light real 140 ##g [SEP]
sixpack trozos de atún en aceite cuisine & co 170g,S/32.40,0,Cuisine & Co,Metro,,[CLS] six ##pac ##k tro ##zos de at ##ún en aceite cuisine & co 170 ##g [SEP]
tripack trozos de atún en aceite cuisine & co 170g,S/16.20,0,Cuisine & Co,Metro,,[CLS] trip ##ack tro ##zos de at ##ún en aceite cuisine & co 170 ##g [SEP]
tripack menestras máxima 500g: arveja partida + lentejón + quinua,S/13.90,12 %,Máxima,Metro,,[CLS] trip ##ack men ##est ##ras máxima 500 ##g : arv ##eja partida + lente ##jón + qui ##nu ##a [SEP]
tostitos redondos sal 280g,S/8.50,29 %,Frito Lays,Metro,,[CLS] tos ##tito ##s red ##ondo ##s sal 280 ##g [SEP]
